text,intent,target_category,safe_response_template,requires_medical_disclaimer
Can you recommend a product category for show oral hygiene products,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
What should I browse for mouth care such as Alcohol-Free Mouthwash,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
Can you recommend a product category for i want a toothbrush and mouthwash,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
Suggest oral care travel products,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
I need toothpaste and floss such as Tongue Cleaner,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
Can you recommend a product category for show oral hygiene products,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
Can you recommend a product category for what should i browse for mouth care,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
I want a toothbrush and mouthwash such as Denture Cleaning Tablets,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
Suggest oral care travel products,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
Can you recommend a product category for i need toothpaste and floss,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
Can you recommend a product category for show oral hygiene products,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
Can you recommend a product category for what should i browse for mouth care,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
I want a toothbrush and mouthwash,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
Can you recommend a product category for suggest oral care travel products,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
I need toothpaste and floss such as Tongue Cleaner,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
Show oral hygiene products such as Kids Toothpaste,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
Can you recommend a product category for what should i browse for mouth care,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
Can you recommend a product category for i want a toothbrush and mouthwash,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
Suggest oral care travel products such as Oral Care Travel Kit,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
I need toothpaste and floss such as Soft Toothbrush Duo,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
Can you recommend a product category for show oral hygiene products,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
What should I browse for mouth care such as Alcohol-Free Mouthwash,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
I want a toothbrush and mouthwash,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
Suggest oral care travel products,oral_care_support,Oral Care,"You may want to browse Oral Care products such as toothpaste, floss, mouthwash, or toothbrushes for daily hygiene.",true
